"","X","Course.ID","Free.Paid","Level","Rating","Subject","Language"
"1266",1073,146852,"Paid","Beginner Level",3,"Musical Instruments","Hindi"
"1267",1074,180680,"Paid","Beginner Level",3,"Musical Instruments","German"
"1268",1075,1196538,"Free","Intermediate Level",5,"Musical Instruments","Spanish"
"1269",1076,264396,"Paid","All Levels",1,"Musical Instruments","French"
"1270",1077,1007396,"Paid","All Levels",5,"Musical Instruments","Spanish"
"1271",1078,245722,"Paid","All Levels",5,"Musical Instruments","German"
"1272",1079,519694,"Paid","All Levels",3,"Musical Instruments","Spanish"
"1273",1080,1191088,"Free","Beginner Level",1,"Musical Instruments","English"
"1274",1081,638204,"Paid","All Levels",4,"Musical Instruments","French"
"1275",1082,854696,"Paid","Intermediate Level",1,"Musical Instruments","German"
"1276",1083,32033,"Paid","Intermediate Level",5,"Musical Instruments","Spanish"
"1277",1084,206986,"Paid","All Levels",5,"Musical Instruments","English"
"1278",1085,55569,"Paid","All Levels",2,"Musical Instruments","French"
"1279",1086,953442,"Paid","Intermediate Level",1,"Musical Instruments","Hindi"
"1280",1087,71912,"Paid","Beginner Level",4,"Musical Instruments","Spanish"
"1281",1088,470472,"Paid","Beginner Level",5,"Musical Instruments","English"
"1282",1089,664764,"Paid","Intermediate Level",3,"Musical Instruments","Spanish"
"1283",1090,757284,"Paid","Intermediate Level",1,"Musical Instruments","English"
"1284",1091,100916,"Paid","Beginner Level",4,"Musical Instruments","English"
"1285",1092,729464,"Paid","All Levels",5,"Musical Instruments","Hindi"
"1286",1093,812914,"Paid","Intermediate Level",1,"Musical Instruments","Spanish"
"1287",1094,185266,"Paid","Beginner Level",1,"Musical Instruments","German"
"1288",1095,398522,"Paid","Beginner Level",2,"Musical Instruments","German"
"1289",1096,324226,"Paid","All Levels",2,"Musical Instruments","German"
"1290",1097,725566,"Paid","Beginner Level",2,"Musical Instruments","English"
"1291",1098,861566,"Paid","Beginner Level",5,"Musical Instruments","Hindi"
"1292",1099,214418,"Paid","Intermediate Level",5,"Musical Instruments","English"
"1293",1100,147754,"Paid","Beginner Level",1,"Musical Instruments","English"
"1294",1101,1266892,"Free","Beginner Level",3,"Musical Instruments","German"
"1295",1102,12214,"Paid","All Levels",4,"Musical Instruments","German"
"1296",1103,21080,"Paid","Expert Level",1,"Musical Instruments","Spanish"
"1297",1104,336446,"Paid","Beginner Level",4,"Musical Instruments","French"
"1298",1105,147404,"Paid","Beginner Level",2,"Musical Instruments","Hindi"
"1299",1106,592606,"Paid","Intermediate Level",2,"Musical Instruments","Hindi"
"1300",1107,759972,"Paid","Intermediate Level",1,"Musical Instruments","Spanish"
"1301",1108,80844,"Paid","Intermediate Level",1,"Musical Instruments","German"
"1302",1109,504168,"Paid","All Levels",4,"Musical Instruments","French"
"1303",1110,441996,"Paid","Beginner Level",2,"Musical Instruments","French"
"1304",1111,988678,"Paid","All Levels",2,"Musical Instruments","French"
"1305",1112,103662,"Paid","Beginner Level",2,"Musical Instruments","French"
"1306",1113,146450,"Paid","Beginner Level",1,"Musical Instruments","French"
"1307",1114,764534,"Paid","All Levels",4,"Musical Instruments","Hindi"
"1308",1115,277770,"Paid","All Levels",4,"Musical Instruments","Hindi"
"1309",1116,138336,"Paid","Beginner Level",1,"Musical Instruments","Hindi"
"1310",1117,99946,"Paid","All Levels",2,"Musical Instruments","German"
"1311",1118,789820,"Paid","All Levels",3,"Musical Instruments","English"
"1312",1119,344348,"Paid","All Levels",4,"Musical Instruments","Hindi"
"1313",1120,373636,"Paid","Beginner Level",4,"Musical Instruments","English"
"1314",1121,207440,"Paid","Beginner Level",2,"Musical Instruments","German"
"1315",1122,214328,"Paid","Intermediate Level",3,"Musical Instruments","French"
"1316",1123,459804,"Paid","All Levels",4,"Musical Instruments","Hindi"
"1317",1124,1048302,"Paid","All Levels",2,"Musical Instruments","German"
"1318",1125,184324,"Paid","Beginner Level",4,"Musical Instruments","English"
"1319",1126,589900,"Paid","All Levels",1,"Musical Instruments","Hindi"
"1320",1127,631444,"Paid","All Levels",2,"Musical Instruments","Spanish"
"1321",1128,90132,"Paid","All Levels",5,"Musical Instruments","English"
"1322",1129,605074,"Paid","Beginner Level",5,"Musical Instruments","French"
"1323",1130,457206,"Paid","Beginner Level",5,"Musical Instruments","Spanish"
"1324",1131,263672,"Paid","All Levels",1,"Musical Instruments","German"
"1325",1132,760066,"Paid","Intermediate Level",4,"Musical Instruments","German"
"1326",1133,761584,"Paid","All Levels",4,"Musical Instruments","Hindi"
"1327",1134,459468,"Paid","Intermediate Level",5,"Musical Instruments","Hindi"
"1328",1135,344180,"Paid","All Levels",5,"Musical Instruments","Hindi"
"1329",1136,665278,"Paid","Beginner Level",5,"Musical Instruments","French"
"1330",1137,933666,"Paid","All Levels",3,"Musical Instruments","French"
"1331",1138,42255,"Paid","All Levels",2,"Musical Instruments","German"
"1332",1139,647276,"Paid","All Levels",4,"Musical Instruments","Spanish"
"1333",1140,966522,"Paid","All Levels",2,"Musical Instruments","Spanish"
"1334",1141,725906,"Paid","Beginner Level",5,"Musical Instruments","Spanish"
"1335",1142,876396,"Paid","All Levels",4,"Musical Instruments","French"
"1336",1143,615226,"Paid","Beginner Level",4,"Musical Instruments","German"
"1337",1144,188498,"Paid","All Levels",2,"Musical Instruments","Hindi"
"1338",1145,459888,"Paid","Beginner Level",4,"Musical Instruments","French"
"1339",1146,175278,"Paid","Beginner Level",3,"Musical Instruments","French"
"1340",1147,198692,"Paid","Intermediate Level",2,"Musical Instruments","French"
"1341",1148,820086,"Paid","Beginner Level",2,"Musical Instruments","Spanish"
"1342",1149,760300,"Paid","Intermediate Level",1,"Musical Instruments","French"
"1343",1150,459207,"Paid","Beginner Level",1,"Musical Instruments","French"
"1344",1151,459926,"Paid","All Levels",1,"Musical Instruments","German"
"1345",1152,823494,"Paid","All Levels",3,"Musical Instruments","French"
"1346",1153,743634,"Paid","All Levels",4,"Musical Instruments","English"
"1347",1154,62252,"Paid","Beginner Level",3,"Musical Instruments","Hindi"
"1348",1155,459946,"Paid","All Levels",3,"Musical Instruments","German"
"1349",1156,139790,"Paid","All Levels",1,"Musical Instruments","German"
"1350",1157,286898,"Paid","All Levels",2,"Musical Instruments","German"
"1351",1158,618586,"Paid","All Levels",5,"Musical Instruments","Spanish"
"1352",1159,331970,"Paid","Intermediate Level",1,"Musical Instruments","English"
"1353",1160,1105904,"Paid","All Levels",1,"Musical Instruments","German"
"1354",1161,644654,"Paid","All Levels",3,"Musical Instruments","German"
"1355",1162,320238,"Paid","All Levels",1,"Musical Instruments","English"
"1356",1163,373556,"Paid","Beginner Level",5,"Musical Instruments","Hindi"
"1357",1164,184088,"Paid","All Levels",3,"Musical Instruments","Hindi"
"1358",1165,153230,"Paid","Intermediate Level",5,"Musical Instruments","German"
"1359",1166,630734,"Paid","All Levels",2,"Musical Instruments","English"
"1360",1167,476000,"Paid","All Levels",1,"Musical Instruments","Spanish"
"1361",1168,53157,"Paid","All Levels",1,"Musical Instruments","French"
"1362",1169,869312,"Paid","Intermediate Level",1,"Musical Instruments","Hindi"
"1363",1170,427066,"Paid","All Levels",3,"Musical Instruments","French"
"1364",1171,759130,"Paid","All Levels",3,"Musical Instruments","Hindi"
"1365",1172,1013558,"Paid","Intermediate Level",3,"Musical Instruments","Spanish"
"1366",1173,1158690,"Paid","All Levels",5,"Musical Instruments","Spanish"
"1367",1174,636858,"Paid","Beginner Level",3,"Musical Instruments","English"
"1368",1175,646918,"Paid","All Levels",4,"Musical Instruments","English"
"1369",1176,663710,"Paid","Intermediate Level",1,"Musical Instruments","Hindi"
"1370",1177,632488,"Paid","All Levels",1,"Musical Instruments","German"
"1371",1178,470482,"Paid","All Levels",3,"Musical Instruments","Hindi"
"1372",1179,636842,"Paid","Beginner Level",5,"Musical Instruments","Hindi"
"1373",1180,815182,"Paid","All Levels",3,"Musical Instruments","German"
"1374",1181,13216,"Paid","All Levels",2,"Musical Instruments","Spanish"
"1375",1182,56970,"Paid","All Levels",1,"Musical Instruments","French"
"1376",1183,452514,"Paid","All Levels",5,"Musical Instruments","Spanish"
"1377",1184,1108666,"Paid","Intermediate Level",2,"Musical Instruments","German"
"1378",1185,624662,"Paid","All Levels",3,"Musical Instruments","Hindi"
"1379",1186,761938,"Paid","All Levels",3,"Musical Instruments","French"
"1380",1187,510098,"Paid","Beginner Level",5,"Musical Instruments","English"
"1381",1188,188064,"Paid","Beginner Level",3,"Musical Instruments","Hindi"
"1382",1189,266682,"Paid","All Levels",2,"Musical Instruments","German"
"1383",1190,455676,"Paid","All Levels",3,"Musical Instruments","German"
"1384",1191,888852,"Paid","Beginner Level",4,"Musical Instruments","Spanish"
"1385",1192,380596,"Paid","All Levels",5,"Musical Instruments","French"
"1386",1193,398224,"Paid","All Levels",2,"Musical Instruments","Spanish"
"1387",1194,721274,"Paid","Expert Level",4,"Musical Instruments","French"
"1388",1195,773016,"Paid","Beginner Level",2,"Musical Instruments","Hindi"
"1389",1196,631480,"Paid","Intermediate Level",2,"Musical Instruments","English"
"1390",1197,1065198,"Paid","Beginner Level",4,"Musical Instruments","English"
"1391",1198,471328,"Paid","Beginner Level",3,"Musical Instruments","French"
"1392",1199,763100,"Paid","Beginner Level",2,"Musical Instruments","English"
"1393",1200,1190448,"Paid","Beginner Level",4,"Musical Instruments","Spanish"
"1394",1201,1102436,"Paid","All Levels",3,"Musical Instruments","English"
"1395",1202,315812,"Paid","Expert Level",5,"Musical Instruments","German"
"1396",1203,1236562,"Paid","Beginner Level",3,"Musical Instruments","German"
"1397",1204,1013762,"Paid","All Levels",3,"Musical Instruments","German"
"1398",1205,139784,"Paid","All Levels",5,"Musical Instruments","Spanish"
"1399",1206,349142,"Paid","Intermediate Level",5,"Musical Instruments","Spanish"
"1400",1207,939668,"Paid","All Levels",2,"Musical Instruments","Spanish"
"1401",1208,761122,"Paid","Beginner Level",5,"Musical Instruments","German"
"1402",1209,1182624,"Paid","Beginner Level",1,"Musical Instruments","Spanish"
"1403",1210,810576,"Paid","All Levels",2,"Musical Instruments","French"
"1404",1211,743674,"Paid","All Levels",1,"Musical Instruments","English"
"1405",1212,326310,"Paid","All Levels",5,"Musical Instruments","German"
"1406",1213,823860,"Paid","All Levels",5,"Musical Instruments","German"
"1407",1214,149602,"Paid","Beginner Level",3,"Musical Instruments","German"
"1408",1215,471352,"Paid","All Levels",2,"Musical Instruments","Spanish"
"1409",1216,807494,"Paid","Expert Level",3,"Musical Instruments","German"
"1410",1217,1037868,"Paid","All Levels",5,"Musical Instruments","French"
"1411",1218,619856,"Paid","Intermediate Level",3,"Musical Instruments","Spanish"
"1412",1219,893056,"Paid","Beginner Level",3,"Musical Instruments","German"
"1413",1220,1045886,"Paid","All Levels",1,"Musical Instruments","Hindi"
"1414",1221,932804,"Paid","Beginner Level",1,"Musical Instruments","French"
"1415",1222,922828,"Paid","Beginner Level",2,"Musical Instruments","Spanish"
"1416",1223,782460,"Paid","Beginner Level",5,"Musical Instruments","Hindi"
"1417",1224,22825,"Paid","All Levels",5,"Musical Instruments","French"
"1418",1225,743884,"Paid","Intermediate Level",5,"Musical Instruments","English"
"1419",1226,297930,"Paid","Beginner Level",4,"Musical Instruments","English"
"1420",1227,760698,"Paid","Beginner Level",2,"Musical Instruments","French"
"1421",1228,1134842,"Paid","Beginner Level",3,"Musical Instruments","Hindi"
"1422",1229,607360,"Paid","Intermediate Level",1,"Musical Instruments","German"
"1423",1230,705890,"Paid","Beginner Level",3,"Musical Instruments","German"
"1424",1231,586490,"Paid","Beginner Level",2,"Musical Instruments","English"
"1425",1232,625974,"Paid","Intermediate Level",4,"Musical Instruments","Spanish"
"1426",1233,902480,"Paid","All Levels",5,"Musical Instruments","German"
"1427",1234,139794,"Paid","Beginner Level",3,"Musical Instruments","French"
"1428",1235,139772,"Paid","All Levels",2,"Musical Instruments","Spanish"
"1429",1236,846962,"Paid","Beginner Level",1,"Musical Instruments","French"
"1430",1237,147174,"Paid","All Levels",4,"Musical Instruments","French"
"1431",1238,888668,"Paid","Intermediate Level",2,"Musical Instruments","Hindi"
"1432",1239,82960,"Paid","Beginner Level",4,"Musical Instruments","Spanish"
"1433",1240,638100,"Paid","All Levels",4,"Musical Instruments","French"
"1434",1241,742764,"Paid","All Levels",2,"Musical Instruments","Hindi"
"1435",1242,106358,"Paid","Beginner Level",2,"Musical Instruments","English"
"1436",1243,644820,"Paid","Beginner Level",5,"Musical Instruments","Spanish"
"1437",1244,201894,"Paid","Intermediate Level",2,"Musical Instruments","German"
"1438",1245,762648,"Paid","All Levels",3,"Musical Instruments","German"
"1439",1246,139792,"Paid","All Levels",2,"Musical Instruments","French"
"1440",1247,1101522,"Paid","Intermediate Level",1,"Musical Instruments","German"
"1441",1248,139778,"Paid","Beginner Level",2,"Musical Instruments","English"
"1442",1249,782458,"Paid","Beginner Level",4,"Musical Instruments","German"
"1443",1250,139788,"Paid","All Levels",2,"Musical Instruments","Spanish"
"1444",1251,222062,"Paid","All Levels",2,"Musical Instruments","Hindi"
"1445",1252,210020,"Paid","All Levels",4,"Musical Instruments","English"
"1446",1253,597868,"Paid","Beginner Level",1,"Musical Instruments","German"
"1447",1254,263846,"Paid","Beginner Level",5,"Musical Instruments","Spanish"
"1448",1255,1003250,"Paid","Intermediate Level",3,"Musical Instruments","Hindi"
"1449",1256,131562,"Paid","All Levels",2,"Musical Instruments","English"
"1450",1257,1008098,"Paid","All Levels",3,"Musical Instruments","French"
"1451",1258,1170198,"Paid","Expert Level",1,"Musical Instruments","Hindi"
"1452",1259,430992,"Paid","All Levels",2,"Musical Instruments","French"
"1453",1260,101500,"Paid","Beginner Level",4,"Musical Instruments","Spanish"
"1454",1261,743846,"Paid","All Levels",1,"Musical Instruments","Spanish"
"1455",1262,444644,"Paid","All Levels",1,"Musical Instruments","French"
"1456",1263,1232356,"Paid","Intermediate Level",3,"Musical Instruments","Spanish"
"1457",1264,588264,"Paid","All Levels",3,"Musical Instruments","Spanish"
"1458",1265,1223310,"Paid","Beginner Level",5,"Musical Instruments","Hindi"
"1459",1266,592122,"Free","Expert Level",3,"Musical Instruments","Spanish"
"1460",1267,628606,"Paid","Intermediate Level",3,"Musical Instruments","English"
"1461",1268,814474,"Paid","All Levels",3,"Musical Instruments","French"
"1462",1269,773144,"Paid","All Levels",2,"Musical Instruments","English"
"1463",1270,519212,"Paid","All Levels",3,"Musical Instruments","German"
"1464",1271,932842,"Paid","Beginner Level",2,"Musical Instruments","English"
"1465",1272,101504,"Paid","All Levels",5,"Musical Instruments","German"
"1466",1273,676432,"Paid","Beginner Level",2,"Musical Instruments","French"
"1467",1274,1002272,"Paid","Beginner Level",4,"Musical Instruments","Spanish"
"1468",1275,655958,"Paid","Beginner Level",2,"Musical Instruments","French"
"1469",1276,663696,"Paid","All Levels",3,"Musical Instruments","German"
"1470",1277,583224,"Paid","All Levels",3,"Musical Instruments","English"
"1471",1278,112602,"Paid","All Levels",5,"Musical Instruments","French"
"1472",1279,147104,"Paid","All Levels",1,"Musical Instruments","English"
"1473",1280,445118,"Paid","Beginner Level",4,"Musical Instruments","Hindi"
"1474",1281,742096,"Paid","Beginner Level",1,"Musical Instruments","French"
"1475",1282,824020,"Paid","Expert Level",1,"Musical Instruments","English"
"1476",1283,835616,"Paid","All Levels",1,"Musical Instruments","Spanish"
"1477",1284,744034,"Paid","Beginner Level",5,"Musical Instruments","English"
"1478",1285,132950,"Paid","Beginner Level",4,"Musical Instruments","Hindi"
"1479",1286,892898,"Paid","All Levels",3,"Musical Instruments","French"
"1480",1287,933818,"Paid","All Levels",4,"Musical Instruments","Hindi"
"1481",1288,1255114,"Paid","All Levels",2,"Musical Instruments","French"
"1482",1289,720072,"Paid","All Levels",1,"Musical Instruments","French"
"1483",1290,1160066,"Paid","Intermediate Level",2,"Musical Instruments","German"
"1484",1291,584468,"Paid","Beginner Level",2,"Musical Instruments","Spanish"
"1485",1292,852426,"Paid","All Levels",4,"Musical Instruments","German"
"1486",1293,1103526,"Paid","Intermediate Level",2,"Musical Instruments","French"
"1487",1294,799912,"Paid","Beginner Level",3,"Musical Instruments","Spanish"
"1488",1295,743932,"Paid","All Levels",2,"Musical Instruments","English"
"1489",1296,813142,"Paid","Beginner Level",1,"Musical Instruments","Hindi"
"1490",1297,899702,"Paid","All Levels",2,"Musical Instruments","Spanish"
"1491",1298,883138,"Paid","All Levels",1,"Musical Instruments","German"
"1492",1299,619610,"Paid","All Levels",2,"Musical Instruments","German"
"1493",1300,200108,"Paid","All Levels",2,"Musical Instruments","French"
"1494",1301,809968,"Paid","Beginner Level",4,"Musical Instruments","English"
"1495",1302,762482,"Paid","Beginner Level",3,"Musical Instruments","Hindi"
"1496",1303,856950,"Paid","Beginner Level",5,"Musical Instruments","Spanish"
"1497",1304,1113170,"Paid","All Levels",3,"Musical Instruments","French"
"1498",1305,151120,"Paid","All Levels",5,"Musical Instruments","English"
"1499",1306,773174,"Paid","All Levels",4,"Musical Instruments","English"
"1500",1307,1104494,"Paid","Beginner Level",5,"Musical Instruments","Spanish"
"1501",1308,620372,"Paid","All Levels",2,"Musical Instruments","German"
"1502",1309,773156,"Paid","Beginner Level",3,"Musical Instruments","German"
"1503",1310,1042382,"Paid","Intermediate Level",5,"Musical Instruments","French"
"1504",1311,1066002,"Paid","All Levels",5,"Musical Instruments","English"
"1505",1312,963094,"Paid","All Levels",1,"Musical Instruments","German"
"1506",1313,701662,"Paid","Beginner Level",3,"Musical Instruments","French"
"1507",1314,492954,"Paid","Beginner Level",4,"Musical Instruments","English"
"1508",1315,762240,"Paid","All Levels",1,"Musical Instruments","English"
"1509",1316,912254,"Paid","Beginner Level",2,"Musical Instruments","French"
"1510",1317,23683,"Paid","Beginner Level",4,"Musical Instruments","Hindi"
"1511",1318,866528,"Paid","Beginner Level",3,"Musical Instruments","Hindi"
"1512",1319,733922,"Paid","Beginner Level",4,"Musical Instruments","German"
"1513",1320,1193950,"Paid","Beginner Level",1,"Musical Instruments","German"
"1514",1321,744080,"Paid","All Levels",4,"Musical Instruments","Hindi"
"1515",1322,1031698,"Paid","Beginner Level",2,"Musical Instruments","German"
"1516",1323,430962,"Paid","All Levels",2,"Musical Instruments","French"
"1517",1324,812370,"Paid","Beginner Level",2,"Musical Instruments","Spanish"
"1518",1325,975626,"Paid","All Levels",3,"Musical Instruments","Hindi"
"1519",1326,23861,"Paid","Beginner Level",5,"Musical Instruments","German"
"1520",1327,482334,"Paid","Beginner Level",4,"Musical Instruments","Spanish"
"1521",1328,854694,"Paid","Beginner Level",5,"Musical Instruments","French"
"1522",1329,933816,"Paid","All Levels",5,"Musical Instruments","Spanish"
"1523",1330,1036400,"Paid","Intermediate Level",4,"Musical Instruments","English"
"1524",1331,53277,"Paid","All Levels",4,"Musical Instruments","Spanish"
"1525",1332,1102396,"Paid","All Levels",3,"Musical Instruments","Hindi"
"1526",1333,743970,"Paid","Intermediate Level",1,"Musical Instruments","French"
"1527",1334,132878,"Paid","Beginner Level",3,"Musical Instruments","Spanish"
"1528",1335,1104500,"Paid","All Levels",1,"Musical Instruments","German"
"1529",1336,805706,"Paid","All Levels",5,"Musical Instruments","Spanish"
"1530",1337,582390,"Paid","Beginner Level",3,"Musical Instruments","Hindi"
"1531",1338,1207112,"Paid","Intermediate Level",1,"Musical Instruments","Hindi"
"1532",1339,602812,"Paid","Beginner Level",5,"Musical Instruments","Hindi"
"1533",1340,200722,"Paid","All Levels",1,"Musical Instruments","English"
"1534",1341,635570,"Paid","Beginner Level",2,"Musical Instruments","Hindi"
"1535",1342,228268,"Paid","All Levels",2,"Musical Instruments","English"
"1536",1343,854692,"Paid","Beginner Level",2,"Musical Instruments","Hindi"
"1537",1344,1046768,"Paid","All Levels",5,"Musical Instruments","English"
"1538",1345,719920,"Paid","All Levels",5,"Musical Instruments","French"
"1539",1346,931152,"Paid","Intermediate Level",2,"Musical Instruments","German"
"1540",1347,994050,"Paid","All Levels",4,"Musical Instruments","German"
"1541",1348,741172,"Paid","All Levels",5,"Musical Instruments","French"
"1542",1349,618396,"Paid","All Levels",5,"Musical Instruments","German"
"1543",1350,1146288,"Paid","Beginner Level",1,"Musical Instruments","French"
"1544",1351,532572,"Paid","Beginner Level",1,"Musical Instruments","Spanish"
"1545",1352,681390,"Paid","All Levels",3,"Musical Instruments","English"
"1546",1353,1173716,"Paid","Beginner Level",1,"Musical Instruments","French"
"1547",1354,854690,"Paid","All Levels",4,"Musical Instruments","French"
"1548",1355,1048182,"Paid","Beginner Level",5,"Musical Instruments","Spanish"
"1549",1356,618334,"Paid","Beginner Level",2,"Musical Instruments","Spanish"
"1550",1357,961774,"Paid","All Levels",3,"Musical Instruments","German"
"1551",1358,1141614,"Paid","All Levels",4,"Musical Instruments","Hindi"
"1552",1359,568322,"Paid","All Levels",3,"Musical Instruments","Hindi"
"1553",1360,217628,"Paid","All Levels",4,"Musical Instruments","German"
"1554",1361,760452,"Paid","Beginner Level",1,"Musical Instruments","Hindi"
"1555",1362,636846,"Paid","Beginner Level",2,"Musical Instruments","Spanish"
"1556",1363,1104496,"Paid","Beginner Level",3,"Musical Instruments","French"
"1557",1364,758216,"Paid","All Levels",5,"Musical Instruments","Spanish"
"1558",1365,933812,"Paid","Beginner Level",2,"Musical Instruments","Hindi"
"1559",1366,951608,"Paid","All Levels",4,"Musical Instruments","English"
"1560",1367,1146368,"Paid","All Levels",3,"Musical Instruments","English"
"1561",1368,171598,"Paid","All Levels",5,"Musical Instruments","Hindi"
"1562",1369,767400,"Paid","Beginner Level",4,"Musical Instruments","Hindi"
"1563",1370,1152334,"Paid","Beginner Level",1,"Musical Instruments","Spanish"
"1564",1371,1113008,"Paid","All Levels",5,"Musical Instruments","Hindi"
"1565",1372,486412,"Paid","All Levels",1,"Musical Instruments","English"
"1566",1373,618370,"Paid","All Levels",5,"Musical Instruments","Hindi"
"1567",1374,742300,"Paid","All Levels",3,"Musical Instruments","Hindi"
"1568",1375,629704,"Paid","Beginner Level",1,"Musical Instruments","Hindi"
"1569",1376,749616,"Paid","Beginner Level",1,"Musical Instruments","German"
"1570",1377,845518,"Paid","Expert Level",5,"Musical Instruments","Spanish"
"1571",1378,608436,"Paid","Beginner Level",5,"Musical Instruments","English"
"1572",1379,218540,"Paid","Beginner Level",4,"Musical Instruments","English"
"1573",1380,812610,"Paid","Beginner Level",4,"Musical Instruments","English"
"1574",1381,201472,"Paid","Intermediate Level",4,"Musical Instruments","French"
"1575",1382,741316,"Paid","All Levels",1,"Musical Instruments","Spanish"
"1576",1383,190906,"Paid","Beginner Level",1,"Musical Instruments","Spanish"
"1577",1384,648492,"Paid","All Levels",2,"Musical Instruments","French"
"1578",1385,214770,"Paid","All Levels",5,"Musical Instruments","Spanish"
"1579",1386,1036338,"Paid","Beginner Level",3,"Musical Instruments","German"
"1580",1387,741388,"Paid","Beginner Level",2,"Musical Instruments","French"
"1581",1388,1111562,"Paid","Beginner Level",2,"Musical Instruments","German"
"1582",1389,839032,"Paid","All Levels",1,"Musical Instruments","Hindi"
"1583",1390,818786,"Paid","Beginner Level",5,"Musical Instruments","English"
"1584",1391,721202,"Paid","Beginner Level",1,"Musical Instruments","Hindi"
"1585",1392,214828,"Paid","All Levels",4,"Musical Instruments","Hindi"
"1586",1393,1076244,"Paid","Intermediate Level",3,"Musical Instruments","Spanish"
"1587",1394,211052,"Paid","Beginner Level",2,"Musical Instruments","Spanish"
"1588",1395,450246,"Paid","All Levels",5,"Musical Instruments","Spanish"
"1589",1396,794398,"Paid","All Levels",4,"Musical Instruments","German"
"1590",1397,269830,"Paid","All Levels",5,"Musical Instruments","Spanish"
"1591",1398,933814,"Paid","Beginner Level",4,"Musical Instruments","German"
"1592",1399,266004,"Paid","All Levels",3,"Musical Instruments","English"
"1593",1400,1149202,"Paid","Beginner Level",1,"Musical Instruments","French"
"1594",1401,269832,"Paid","Intermediate Level",5,"Musical Instruments","Spanish"
"1595",1402,802040,"Paid","Beginner Level",2,"Musical Instruments","German"
"1596",1403,713492,"Paid","Intermediate Level",4,"Musical Instruments","English"
"1597",1404,1189926,"Paid","All Levels",3,"Musical Instruments","Hindi"
"1598",1405,1025536,"Paid","All Levels",3,"Musical Instruments","German"
"1599",1406,205764,"Paid","Beginner Level",1,"Musical Instruments","Spanish"
"1600",1407,802038,"Paid","All Levels",5,"Musical Instruments","French"
"1601",1408,818838,"Paid","Beginner Level",3,"Musical Instruments","French"
"1602",1409,771880,"Paid","All Levels",2,"Musical Instruments","Hindi"
"1603",1410,430994,"Paid","All Levels",4,"Musical Instruments","English"
"1604",1411,1143414,"Paid","All Levels",2,"Musical Instruments","German"
"1605",1412,196234,"Paid","All Levels",4,"Musical Instruments","English"
"1606",1413,207408,"Paid","Beginner Level",2,"Musical Instruments","Spanish"
"1607",1414,1193536,"Paid","Beginner Level",5,"Musical Instruments","German"
"1608",1415,211780,"Paid","All Levels",2,"Musical Instruments","Spanish"
"1609",1416,935900,"Paid","Beginner Level",5,"Musical Instruments","English"
"1610",1417,1114722,"Paid","Beginner Level",4,"Musical Instruments","French"
"1611",1418,839028,"Paid","All Levels",5,"Musical Instruments","French"
"1612",1419,213984,"Paid","All Levels",5,"Musical Instruments","English"
"1613",1420,214794,"Paid","All Levels",4,"Musical Instruments","German"
"1614",1421,1040596,"Paid","All Levels",2,"Musical Instruments","French"
"1615",1422,832514,"Paid","All Levels",1,"Musical Instruments","English"
"1616",1423,218658,"Paid","All Levels",4,"Musical Instruments","Spanish"
"1617",1424,212492,"Paid","Intermediate Level",2,"Musical Instruments","German"
"1618",1425,211714,"Paid","All Levels",5,"Musical Instruments","Hindi"
"1619",1426,217540,"Paid","All Levels",1,"Musical Instruments","German"
"1620",1427,839030,"Paid","All Levels",2,"Musical Instruments","Hindi"
"1621",1428,839026,"Paid","Beginner Level",4,"Musical Instruments","English"
"1622",1429,796188,"Paid","Beginner Level",5,"Musical Instruments","Spanish"
"1623",1430,1198302,"Paid","Beginner Level",1,"Musical Instruments","French"
"1624",1431,1244302,"Paid","All Levels",5,"Musical Instruments","English"
"1625",1432,1104492,"Paid","Beginner Level",2,"Musical Instruments","German"
"1626",1433,812602,"Paid","All Levels",5,"Musical Instruments","Hindi"
"1627",1434,647884,"Paid","All Levels",4,"Musical Instruments","French"
"1628",1435,217320,"Paid","Beginner Level",5,"Musical Instruments","Hindi"
"1629",1436,838896,"Paid","All Levels",2,"Musical Instruments","English"
"1630",1437,1144288,"Paid","All Levels",5,"Musical Instruments","German"
"1631",1438,838320,"Paid","Beginner Level",3,"Musical Instruments","English"
"1632",1439,858064,"Paid","Intermediate Level",2,"Musical Instruments","French"
"1633",1440,387064,"Paid","All Levels",3,"Musical Instruments","Hindi"
"1634",1441,212520,"Paid","All Levels",4,"Musical Instruments","English"
"1635",1442,212438,"Paid","Beginner Level",5,"Musical Instruments","French"
"1636",1443,806640,"Paid","All Levels",1,"Musical Instruments","German"
"1637",1444,34332,"Paid","Intermediate Level",1,"Musical Instruments","Spanish"
"1638",1445,1223570,"Paid","All Levels",1,"Musical Instruments","French"
"1639",1446,944550,"Paid","Intermediate Level",2,"Musical Instruments","English"
"1640",1447,339382,"Paid","All Levels",4,"Musical Instruments","English"
"1641",1448,219756,"Paid","Beginner Level",1,"Musical Instruments","Spanish"
"1642",1449,218596,"Paid","Beginner Level",5,"Musical Instruments","German"
"1643",1450,211026,"Paid","Beginner Level",2,"Musical Instruments","Hindi"
"1644",1451,594852,"Paid","All Levels",2,"Musical Instruments","French"
"1645",1452,1058262,"Paid","All Levels",2,"Musical Instruments","English"
"1646",1453,552606,"Paid","All Levels",4,"Musical Instruments","Spanish"
"1647",1454,1216752,"Paid","All Levels",5,"Musical Instruments","German"
