Course ID,Course Title,Price,Number of Subscribers,Number of Reviews,Number of Lectures,Content Duration
1048302,Learn Travis Picking From Scratch,40,219,30,25,1.5
184324,Advanced Saxophone Studies - Learn to Master the Saxophone!,50,215,5,80,4
589900,The 7 Day Guitar Method,20,213,4,11,2.5
631444,Aprendiendo piano: Lectura de piezas clásicas Vol.I,50,211,12,30,1.5
90132,Didgeridoo - from zero to HERO! Part Three. Advanced level.,35,209,5,19,1.5
605074,Advanced Flute Studies - Learn to Master the Flute!​,50,205,4,95,5
457206,Learn to Play Bassoon: Beginner to Pro in Under Four Hours!,50,205,11,77,5
263672,Classical Guitar Finger-Picking: Right Hand Arpeggios,195,200,11,19,2
760066,Blues Guitar Lessons - Volume 1 - Blues Shuffle Essentials,45,198,21,15,2.5
761584,Guitar Lessons - Soloing With Arpeggios - Essential Guide,45,198,11,34,5
459468,Advanced Bassoon Studies - Learn to Master the Bassoon!​,50,197,0,106,6.5
344180,Play the Jews Harp - instant skills for non musicians.,25,196,16,35,2.5
665278,Walking Bass - Quick Start Guide,50,193,20,31,1
933666,How to play in a local Irish music session with confidence,40,193,5,8,1
42255,Old-Time Banjo for the Absolute Beginner,25,192,21,17,1.5
647276,Acoustic Blues Guitar Lessons,75,189,18,101,4.5
966522,Curso de ejercicios técnicos al piano Vol.1,60,186,9,24,1.5
725906,Piano Lessons For Beginners: Learn Piano Quickly And Easily,75,186,35,56,3
876396,Guitar Fretboard Secrets,55,186,13,35,2
615226,"Play Leyenda, Canarios, and Bach on Classical Guitar",195,185,8,70,7.5
188498,Advanced Trumpet Studies - Learn to Master the Trumpet!​,50,184,4,82,4
459888,Master the Tuba - Intermediate Instruction Made Simple!,50,184,5,107,8.5
175278,How to Design Your Own Guitar,50,181,34,32,5
198692,Acoustic Guitar After The Basics,45,181,17,25,2.5
820086,Bass Guitar Lessons For Beginners,95,180,21,38,2.5
760300,Blues Guitar Lessons - Volume 2 - Slow Blues Essentials,45,178,21,11,2
459207,Master the Bassoon - Intermediate Instruction Made Simple!,50,177,3,102,7.5
459926,Advanced Tuba Studies - Become a Master of the Tuba!​,50,173,0,63,5
823494,Comment jouer du Pianoforte,100,172,2,41,3
743634,Piano With Willie: Blues n' Boogie Vol. 1,40,172,26,15,2.5
62252,"Improvise Puccini´s 'E Lucevan le Stelle on Piano""",20,169,3,16,2
459946,Tuba Solos: Learn how to Perform Three Fun and Unique Pieces,50,164,0,20,2
139790,Bending the blue notes to give you killer sound on harmonica,35,162,3,14,2
286898,"Aprende a tocar el Acordeón 'de oído y con técnica"",https://www.udemy.com/aprende-a-tocar-el-acordeon-de-oido-y-con-tecnica/,true,25,93,21,34,Beginner Level,4 hours,2014-09-16T19:51:45Z
263432,Aprende los Secretos de la Armónica con HARP&SOUL""",75,158,17,59,2.5
618586,"Flute Solos: Learn how to Perform Three Fun, Unique Pieces",50,156,4,62,3
331970,Learn Oud 1 (No Prior Music Knowledge Required!),20,153,27,38,3.5
1105904,Learn How To Play 25 Classic Hip Hop Songs,25,153,9,27,2.5
644654,Learn Basics of South Indian Carnatic Flute - Level 2,180,152,21,91,4.5
320238,Jazz piano improvisation: The girl form Ipanema. Bossa nova,30,151,1,5,0.55
373556,Advanced Clarinet Studies - Learn to Master the Clarinet!,50,148,3,77,4.5
184088,Sax Solos: Learn how to Perform Three Fun and Unique Pieces!,50,147,4,39,1
153230,Swing Low - The 101 Authentic Nashville Piano Style Course,20,146,5,15,1
630734,How To Play The Cajon: For Beginners,30,144,15,25,1.5
476000,Easy Piano for Kids - Complete Beginner Piano Course,115,139,8,104,5.5
53157,Beginning Flute Lessons,20,137,12,17,2.5
869312,TAKE NOTE BEGINNER CLARINET!  –  Fun with Fundamental Skills,30,137,2,43,4.5
427066,Flamenco Guitar,25,136,20,34,4
759130,Flute Pro Series - You're about to love practicing the flute,50,135,1,28,6.5
1013558,Pure Pentatonic Power: Rock and Blues Guitar Soloing,50,128,10,18,2
1158690,"Instant Harmonica - Basic 12 Bar Blues course, easy and fun!",40,124,8,14,1
636858,Instant Harmonica - play the gorgeous Skye Boat Song now!,20,122,9,11,0.633333333
646918,Aprendiendo Piano: Tocando piezas populares Vol.I,100,122,3,59,3.5
663710,How To Build A Professional Djembe: Create Music Beauty &Biz,40,122,2,29,1.5
632488,Spice up your playing with some easy Flamenco techniques!,40,120,11,47,0.733333333
470482,"Master the Euphonium with Simple, Intermediate Instruction!",50,120,6,106,8
636842,FingerstyleGuitar by Jacques Stotzem - Basic Level,30,119,12,16,1.5
815182,Saxophone Pro Series - You're going to love practicing Sax,50,119,4,32,5.5
13216,Aprende a Tocar Teclado - Piano,35,119,8,52,3.5
56970,Drum Set for Beginners,20,119,8,26,3.5
452514,Beginner Guitar Lessons,20,118,0,5,1
1108666,Worship Piano: From Beginner to Pro,80,117,11,32,3
624662,Guitar: The Next Level,55,117,12,10,1
761938,Guitar Lessons - The Modal System - Modes Essentials,45,116,7,27,2
510098,Create Beautiful Music On The Piano Like a Pro In Minutes,95,115,17,17,1.5
188064,"Trumpet Solos: Learn how to Perform Three Fun, Unique Pieces",50,115,6,53,2.5
266682,HARP&SOUL  |  Learn the Secrets of the Harmonica,35,114,8,59,2
455676,Electric Bass for Busy Beginners Course 1,50,114,15,13,1.5
888852,Aprendiendo piano: Lectura de piezas clásicas Vol.II,40,113,4,18,1.5
380596,Learn Piano: The Basics of Keyboards,20,113,0,24,1.5
398224,"Classical Guitar Master Class: 'Alman  """,195,113,2,34,2
721274,Learn to Play Irish Fiddle,60,112,7,63,5.5
773016,Piano With Willie Building Technique with Scales Vol. 1,40,111,15,12,1.5
631480,Enseñando música: mejora tus clases de instrumento,30,111,3,18,1.5
1065198,GUITAR #1: Beginner Basics and Beyond,20,111,12,64,3
471328,Advanced Euphonium Studies - Learn to Master the Euphonium!​,50,106,7,89,6
763100,Guitar Lessons - 50 Essential Fast Legato Licks,35,105,9,23,3
1190448,Learn Lion (Saroo) Soundtrack On The Piano By Ear,20,104,0,9,0.533333333
1102436,Learn 10 Scottish Tunes Piano Easy Level,45,103,1,46,3.5
315812,Gibson's Learn & Master Guitar,50,103,33,309,38
1236562,The Piano Chord Ladder | Learn to Play Thousands of Songs,100,103,2,11,1
1013762,Instant Harmonica - play Leonard Cohen's Hallelujah now!,40,100,15,14,1.5
139784,Learn to improvise on your harmonica - in nice easy steps,35,98,1,15,2
349142,Master Oboe Playing: Intermediate Instruction Made Simple!,50,98,6,73,5.5
939668,Learn 3 - All Time A R Rahman Hits on Carnatic Flute!,70,98,18,31,2.5
761122,Blues Guitar Lessons - Volume 3 - Minor Blues Essentials,45,98,5,14,2
1182624,Play Thousands of Songs On The Guitar | Cheater Chords,100,97,5,12,1
810576,Clarinet Pro Series - Fall in love with the Clarinet,50,95,3,30,6
743674,Piano With Willie: Blues n' Boogie Vol. 2,40,95,8,11,2.5
326310,Get Piano Skills TODAY!!!,100,92,5,71,3.5
823860,Trumpet Pro Series - You're going to love practicing Trumpet,50,92,1,25,6
149602,Learn To Play Trumpet Fast Using The Passive Trumpet Tutor,50,92,3,71,1.5
471352,"Euphonium Solos: Learn to Perform Three Fun, Unique Pieces!",50,90,2,61,2.5
807494,Learn the Violin - Bowing Techniques,80,89,6,12,0.666666667
1037868,Digital Pianist Course-Learn Piano & Keyboard Fast & Easy,150,89,7,35,3
619856,French Horn Solos: Learn how to Perform Three Fun Pieces!,50,88,1,48,3
893056,Didgeridoo - from zero to HERO! Part One - beginning,35,87,11,38,3
1045886,Learn Acoustic Guitar for Worship,40,86,18,26,2
932804,Improvise On The Piano In 30 Minutes,40,85,8,19,1.5
922828,Aprenda a tocar Pandeiro - Curso Iniciante - Samba/Choro,90,85,22,20,2
782460,Aprende escalas y arpegios  Vol. I: Modo mayor,50,85,2,30,1.5
22825,Beginner Guitar Method,200,85,2,23,4
743884,Piano With Willie: Blues n' Boogie Vol. 3,40,84,4,10,2.5
297930,The art of piano improvisation,20,83,4,9,0.666666667
760698,Funk Rhythm Guitar Techniques,35,82,6,7,1.5
1134842,Easy Guitar Songwriting And Harmony,20,82,3,62,3.5
607360,Learn Oud 2,20,81,11,27,3
705890,Instant Harmonica - play Dylan's Blowing in the Wind today!,20,81,5,14,1
586490,Instant Harmonica - play Summertime in 8 fun & easy lessons,40,81,7,11,1
625974,Total beginner to intermediate guitar - Learn to play by ear,45,80,4,112,3
902480,Pure Rock Guitar : Play Like the Gods of Rock!,45,80,5,24,4.5
139794,Killer Harmonica sounds using the tongue and bending notes,35,80,2,16,2
139772,How to play easy tunes on the harmonica - just the basics,35,79,3,15,1.5
846962,Slap Bass For Beginners,50,79,3,25,1.5
147174,Blues Accelerator - 21 Days to Blues Guitar Mastery,50,78,6,45,7
888668,How to Sing and Play the Guitar (at the same time),20,78,8,24,1.5
82960,Mastering the Art of Guitar Chords,20,78,0,18,1.5
638100,Fingerstyle Guitar by Jacques Stotzem - Advanced Level,30,77,4,14,2
742764,Piano With Willie: Basics of Improvisation,40,76,4,23,3.5
106358,Learn To Play Guitar Complete Beginners Quick Start,20,75,0,11,1
644820,Fingerpicking Fundamentals,20,75,7,22,1.5
201894,Add Slide To Your Guitar Playing,20,75,2,27,0.733333333
762648,Guitar Lessons - Sweep Picking Arpeggio Essentials,35,74,6,13,1.5
139792,Learn to play tunes by ear on harmonica - no written music,35,73,3,15,2
1101522,Cajon Step-by-Step: Beginner > Intermediate > Advanced,35,73,9,45,3
139778,Play tunes on harmonica and learn how to bend some notes,35,73,2,16,2
782458,Aprendiendo Piano: Tocando piezas populares Vol.II,100,72,2,24,1.5
139788,Starting to play the blues on your harmonica in easy steps,35,71,3,16,2
222062,Tenor Banjo,40,70,6,18,1
210020,Drum Lessons For Beginners,50,70,2,17,1.5
597868,こどもギターレッスン　リトルギタリストⅠ,20,69,1,53,3
263846,Master the French Horn: Intermediate Instruction Made Simple,50,68,8,126,7.5
1003250,World Percussion: Complete Lessons for Everyone,40,68,9,56,4
131562,Piano With A Pro,25,66,6,38,2.5
1008098,Learn to play guitar and sing at the same time,45,66,9,8,1
1170198,Beginner Guitar Lessons: Learn To Play Guitar Today (WAVE 1),45,65,18,56,10
430992,Mundharmonika spielen - mein schönstes Hobby,20,65,7,77,2.5
101500,Guitar Lessons - Blind Blake - King Of Ragtime Blues Guitar,20,65,5,13,4
743846,Guitar Looper Basic Training,45,64,13,15,1.5
444644,Learn to play the Bouzouki - Greek Bouzouki Lessons,50,63,13,49,1
1232356,Curso de ejercicios técnicos al piano Vol.2,50,62,1,22,1
588264,Instant Harmonica - play The Lion Sleeps Tonight - today!,20,62,1,11,1
1223310,Aprende escalas y arpegios Vol.2 : Modo menor,50,62,1,49,2.5
592122,What you can learn before Piano Lessons,0,61,1,31,1.5
628606,Piano Lessons for Beginners: Play the Piano AND Read Music!,70,61,9,30,4
814474,Oboe Pro Series - You're going to love practicing the Oboe,50,61,5,36,7
773144,Piano With Willie Building Technique with Scales Vol. 2,40,61,3,9,1.5
519212,Awesome Lead Guitar 1,25,60,6,38,4.5
932842,Piano Lesson Variety,40,59,1,28,4
101504,Blues Guitar Lessons - Ragtime Blues Guitar,20,59,3,6,2
676432,Violin lessons for beginners,20,59,6,15,1
1002272,Blues Bass - Quick Start Guide,50,59,8,29,1.5
655958,Instant Harmonica - Christmas; play Jingle Bells part 2 now!,20,58,1,10,0.733333333
663696,Blues Guitar Lessons: Play Like the Greats - All Levels,20,58,4,47,2.5
583224,Instant Harmonica - play The Kesh (pt 1) it's easy and fun!,40,58,5,11,0.583333333
112602,"Learn Guitar The Easy Way, It's Faster",25,57,2,16,4.5
147104,Aprende a tocar Guitarra RAPIDO y FACIL con Guitarsimple,40,57,7,16,4
445118,Guitar Lesson - Five Steps to Learn Barre Chords,35,57,9,9,0.55
742096,Ultimate Beginner Guitar Guide - Both Acoustic & Electric,45,57,9,15,2
824020,Trombone Pro Series - Fall in love with the Trombone,50,57,6,57,7
835616,Ukulele Lessons For Beginners - Fast Track Your Learning,20,57,8,28,1
744034,Piano With Willie: Jazz & Gospel Exercises,40,56,3,28,2
132950,Strumming the Guitar - 5 Lessons on Strum Patterns,20,56,3,10,0.633333333
892898,Didgeridoo - from zero to HERO! Part Two. Intermediate.,35,55,2,30,2
933818,Instant Harmonica - play the groovy Irish Washerwoman now!,40,55,8,13,1
1255114,Instant Harmonica - Learning the Basic 12 Bar Blues Bassline,40,54,6,10,1
720072,Hands On Guitar: Beyond Beginner,20,54,7,69,3
1160066,Classical Guitar Technique: 80/20,175,54,0,18,2.5
584468,Instant Harmonica - play The Kesh (part 2) - easy and fun!,20,53,5,9,0.583333333
852426,Curso de Guitarra para Principiantes,20,53,5,39,3
1103526,Pure Modal Magic: The Complete Guitar Modes Solution,50,52,3,18,2
799912,Alto Saxophone Lessons For Beginners,95,51,7,42,3
743932,Piano With Willie: Piano Chords Vol. 1,40,48,4,14,2
813142,Horn Pro Series - You're going to love playing French Horn,50,48,3,61,8
899702,Advanced Oboe Studies - Become a Master Oboist!​,50,47,0,82,4
883138,Pop and Jazz Keyboards and Harmony (beginner level),180,47,7,13,3
619610,Advanced Horn Studies - Learn to Master the French Horn!​,50,46,0,91,7
200108,Guitar for Absolute Beginners (Class 1),20,45,4,48,1.5
809968,Tenor Saxophone Lessons For Beginners,95,45,5,43,3
762482,Guitar Lessons - Economy Picking Essentials,35,45,5,15,1.5
856950,Euphonium Pro Series - Fall in love with the Euphonium,50,44,2,40,7.5
1113170,Walking Bass Fundamentals,50,44,3,34,2
151120,Rhythm to Rock Drum Lessons,20,44,2,7,1
773174,Piano With Willie Building Technique with Scales Vol. 4,40,44,0,11,1.5
1104494,Instant Harmonica - play this classic 8 bar blues tune!,40,43,4,13,1
620372,Piano for Kids: Developing Your Child's Creative Abilities,65,42,2,37,4
773156,Piano With Willie Building Technique with Scales Vol. 3,40,42,1,11,1.5
1042382,Explosão Pentatônica,55,42,5,19,1.5
1066002,Leve a sua técnica de pedal duplo para um novo patamar,40,42,4,196,5.5
963094,Instant Harmonica - play the cool tune Dirty Old Town now!,40,42,8,17,1.5
701662,Instant Harmonica - play the Irish tune Whiskey in the Jar!,20,41,1,13,1
492954,見てわかる！やさしく独習アコギ（入門編）TAKA先生のアコースティックギターレッスンⅠ,20,41,3,48,2
762240,Guitar Lessons - Two Handed Tapping Essentials,35,41,2,11,1.5
912254,"Oboe Solos: Learn to Perform Three Fun, Unique Pieces!",50,41,0,43,2
23683,Guitar - Rock - Beginner with Marc Seal,20,40,1,27,1
866528,Advanced Trombone Studies - Learn to Master the Trombone!,50,39,2,136,8
733922,Aprende el acordeón de oído y con técnica –Nivel Intermedio–,25,38,7,51,4.5
1193950,Sintetizadores e Síntese Subtrativa,85,38,12,83,5
744080,Piano With Willie: Tritones & Phat Chords,40,37,3,19,2
1031698,You Can Play Jazz Saxophone,20,37,7,6,1.5
430962,Brass Master Class,20,36,6,30,2
812370,Bassoon Pro Series - You're going to love practicing Bassoon,50,36,0,42,6.5
975626,"Learn to Play 'Let It Snow on Piano""",40,36,4,8,1
23861,Guitar - Rock - Beginner/Intermediate with Marc Seal,20,36,4,40,1.5
482334,Fingerpicking for Guitar,20,35,4,26,3
854694,Instant Harmonica - play Star Wars + the Lion Sleeps now!,40,33,3,20,1.5
933816,Instant Harmonica - play Yesterday + Scarborough Fair today!,40,33,5,26,2
1036400,"Piano Unbound. Piano learning method, a course for beginners",195,32,1,39,2.5
53277,Guitar for Music Educators: Learning How to Teach Guitar,20,32,3,22,1.5
1102396,Instant Harmonica - play 'Can't Help Falling in Love' now!,40,32,3,11,1
743970,Piano With Willie: Piano Chords Vol. 2,40,32,2,11,1.5
132878,Play Guitar with Rhythm - 5 Easy Lessons,20,31,0,10,1
1104500,Instant Harmonica - play 12 bar blues Big Walter style now!,40,31,2,14,1
805706,Bagpipe Instruction For Beginners,30,31,4,5,1
582390,Instant Harmonica - play When the Saints on harmonica now!,20,31,1,10,1
1207112,30 Day Guitar Jump Start for Success,105,31,4,92,4
602812,"Music Theory, Guitar and Ear Training",60,30,3,39,3
200722,Jazz Guitar Reharmonization for Autumn Leaves,20,30,1,15,0.616666667
635570,A Guide to Analog Synths: For the modern EDM enthusiast.,20,29,4,37,3.5
228268,Play music on Harmonica using 8 notes - learn easy tunes!,35,29,0,14,1
854692,Instant Harmonica - play Over the Rainbow + Skye Boat now!,40,29,4,22,1.5
1046768,Instant harmonica - play Auld Lang Syne the neet (tonight)!,40,28,1,13,1
719920,Hands-On Guitar: The Beginner's Guide,20,28,7,72,4
931152,Instant Bodhran - part two; learning further drumming skills,40,28,1,10,1
994050,Instant Harmonica - play Dylan's Like a Rolling Stone now!,40,28,2,11,1.5
741172,Piano With Willie: Jazz Kids - Vol 1,40,28,3,32,4.5
618396,Instant Harmonica - play the Drunken Sailor sea shanty now!,20,27,3,9,0.616666667
1146288,Jews Harp - Advanced course,30,26,1,52,3.5
532572,Ukulele 2 : Level 1 KEY OF C AND STRUMS,20,26,2,26,1
681390,Practice guitar with no previous experience and become a pro,30,26,0,14,1
1173716,Arpeggios for Guitar made Easy! Dominate the Fretboard,65,26,5,23,3
854690,Instant Harmonica - play Summertime + Drunken Sailor now!,40,26,2,20,1.5
1048182,Coach Guitar - Apprendre la GUITARE facile avec des COULEURS,50,25,1,321,3.5
618334,Instant Harmonica - play jazzy Autumn Leaves now (part one),20,25,1,10,0.65
961774,ABC DO VIOLÃO E GUITARRA,85,25,2,30,2.5
1141614,The Fun and Effective Piano Course,30,24,2,38,3.5
568322,How to Play Dan Fogelberg Songs on Guitar,25,24,1,49,4.5
217628,Aprende a tocar el acordeón de botones,50,22,4,21,3.5
760452,Castañuelas por Sevillanas - Curso del toque de castañuelas,40,22,2,17,0.716666667
636846,Instant Harmonica - play the old Popeye Spinach song now !,20,22,0,10,0.6
1104496,Instant Harmonica - play this classic GAME OF THRONES theme!,40,21,2,13,1
758216,Sistema Completo De Guitarra Rítmica Para Principiantes,55,21,3,32,6
933812,Instant Harmonica - play Whiskey in the Jar + Molly Malone!,40,21,3,27,2
951608,Learn the Viola - Scales and Fundamentals,80,21,3,38,2.5
1146368,The Easy Beginner Drum Course,25,21,4,12,0.5
171598,Rhythm to Rock Drum Lessons 2,20,21,2,11,1
767400,Sevillanas con Castañuelas - Baile y toque al mismo tiempo,40,20,4,24,1.5
1152334,Aprende a tocar el acordeón de botones,50,20,6,24,2
1113008,Building Up To Barre Chords,20,20,6,12,0.716666667
486412,Learning Electric Guitar for Absolute Beginners,35,19,2,12,1.5
618370,Instant Harmonica - play jazzy Autumn Leaves now (part two),20,19,1,9,0.533333333
742300,Piano With Willie: Jazz Kids - Vol 4,40,19,0,30,3.5
629704,Quick Piano Lessons - Tutorials for Drake's Greatest Hits,35,19,1,4,0.55
749616,Alternate Picking Speed & Accuracy,20,19,4,83,3.5
845518,Learn Piano Online-Keys to the Keyboard,50,18,1,9,2
608436,Présentation du Banjo Ténor,20,18,4,31,1.5
218540,Aprende a tocar el violín desde cero,50,17,1,22,2.5
812610,Trumpet Lessons For Beginners,95,17,3,35,2.5
201472,Keyboard Basics,25,17,1,7,2
741316,Piano With Willie: Jazz Kids - Vol 2,40,17,0,38,3
190906,The Theory & Practice of Modes on the Guitar,35,17,0,7,1.5
648492,Guitar Lessons : Rock Guitar in 1 Day!,50,17,4,37,1.5
214770,Aprende a tocar Música Cristiana en el piano y teclado,20,17,3,13,1
1036338,Instant harmonica - enjoy playing Silent Night tonight!,40,16,3,12,0.633333333
741388,Piano With Willie: Jazz Kids - Vol 3,40,16,1,29,3
1111562,Instant Harmonica - play 'I just called to say I love you',40,15,0,11,1
839032,"Bluegrass Guitar Essentials: Webisodes 13, 14, & 15",30,14,1,13,1.5
818786,Drum Lessons For Beginners,95,14,1,34,2.5
721202,Guitar 201: Breakthroughs,20,14,1,49,2.5
214828,"Aprende a tocar percusiones: congas, bongós, maracas y más",50,14,2,71,3.5
1076244,Practical Guitar Theory: Level 1,60,14,3,41,1.5
211052,Aprende todos los secretos de la guitarra flamenca,50,13,2,23,3.5
450246,Back In Black the AC/DC Classic Rock Track,20,13,1,72,2
794398,Make Electronic Music with the iPad,20,13,0,69,1.5
269830,Rhythm to Rock Drum Lesson 5,20,13,3,9,1
933814,Instant Harmonica - play Blowing in the Wind + Popeye theme!,40,13,1,24,1.5
266004,Rhythm to Rock Drum Lesson 4,20,12,3,12,1.5
1149202,Guitar Solo - Theory and Improvisation Lessons,60,12,4,34,1.5
269832,Rhythm to Rock Drum Lesson 6,20,12,1,13,1.5
802040,Bluegrass Guitar Essentials: Webisodes 3 & 4,30,12,2,13,2
713492,Mantenimiento y octavación para guitarras eléctricas,35,12,3,14,1
1189926,Ukulele lernen für Papas mit Bruder Jakob,55,12,1,38,1
1025536,Coach Guitar - Amazing New Way To Learn Guitar With Colors,50,12,0,321,3.5
205764,Rhythm to Rock Drum Lessons 3,20,12,2,12,1
802038,Bluegrass Guitar Essentials: Webisodes 5 & 6,30,11,2,16,3
818838,Trombone Lessons For Beginners,95,11,2,34,3
771880,Clarinet Lessons For Beginners,95,11,0,41,3
430994,Gitarre spielen - mein schönstes Hobby,20,11,2,183,2
1143414,Tin Whistle Básico,20,11,2,53,1.5
196234,Easy Piano - learn and play along,20,11,1,48,1
207408,Aprende a tocar la guitarra acústica como un profesional,50,11,0,27,3
1193536,Escalas Pentatónicas para guitarristas,25,11,3,23,0.6
211780,Aprende a tocar el teclado como los expertos,50,11,1,37,2.5
935900,Pedais de efeito para Contrabaixo,50,10,3,10,2.5
1114722,Complete Beginners Introduction to Guitar,40,10,4,35,1.5
839028,Bluegrass Guitar Essentials: Webisodes 9 & 10,30,10,0,12,2
213984,Aprender a tocar la batería sin salir de casa,50,10,0,23,4
214794,Aprende a tocar ritmo pop en el piano y teclado,20,10,1,9,0.716666667
1040596,Greensleeves' Creative Piano Lessons Course,20,10,1,8,2
832514,Acoustic Guitar Lessons For Beginners,95,10,3,39,3
218658,Aprende cómo tocar el Bajo Sexto,50,10,2,17,3
212492,Aprende a tocar blues en el piano y teclado,50,10,4,22,2.5
211714,Aprende diferentes ritmos con la guitarra rítmica,20,10,1,12,1
217540,Aprende a tocar el bajo eléctrico,50,9,0,33,3.5
839030,Bluegrass Guitar Essentials: Webisodes 11 & 12,30,9,1,24,2
839026,Bluegrass Guitar Essentials: Webisodes 7 & 8,30,9,0,10,2
796188,Step by Step Classical Guitar Course,100,9,1,45,4.5
1198302,Traditional-Style Electric Blues Guitar For Beginners,25,9,2,36,3
1244302,Guitar Strumming 101 - Have More Fun Playing Songs You Love,50,8,2,16,1
1104492,Instant Harmonica - play the Irish anthem Danny Boy today!,40,8,1,15,1
812602,Piano Lessons For Beginners,95,8,0,50,4
647884,Beginner Acoustic Guitar Lessons,25,8,0,12,1
217320,Aprende a tocar el saxofón como siempre has querido,20,8,1,26,3.5
838896,Learn Piano Online-Ambiance Piano Solo,50,8,0,10,1
1144288,Poldark TV series Soundtracks for Piano-Quicklessons,20,8,1,9,1
838320,The Art of the Blues Shuffle - A Guitarist's Guide,20,8,0,11,1.5
858064,Beginner Level Popular Piano Program - Month 1,30,7,2,13,1
387064,Guitarra para principiantes,20,7,1,46,2
212520,Aprende a tocar ritmos latinos en el teclado,50,7,0,31,3.5
212438,Aprende todos los secretos de la salsa para piano,50,7,0,17,3
806640,Blues Master - Advanced Techniques Piano Course,75,7,2,14,1
34332,Aprende a tocar la guitarra,50,7,1,25,1.5
1223570,Learn How To Play 25 Classic Hip Hop Songs Ch.2,25,7,1,27,3.5
944550,Learn Piano Online-A Quiet Solace Piano Solo,50,7,0,10,1
339382,Guitar for Christmas!,20,7,0,17,0.533333333
219756,Aprende a tocar flauta transversal sin complicaciones,50,6,2,23,3
218596,Aprende a tocar la trompeta,50,6,2,30,3
211026,Aprende a tocar Jazz y Ritmos Latinos en la guitarra,50,6,0,17,3
594852,Getting Started with Power Chords,20,6,0,27,1
1058262,Major Scales and Modes for Chromatic Harmonica,20,6,1,14,1.5
552606,Beginner Guitar Essentials,95,5,2,45,4.5
1216752,Curso de Bateria - Explorando Diferentes Divisões,55,5,2,19,2
208126,Aprende a tocar los mejores solos en la guitarra eléctrica,30,5,1,16,2
556076,How To Play Guitar - Everything You Need To Know To Start,50,5,1,8,1
1174974,Curso de Violão Prático,70,5,0,10,1.5
218856,Aprende a tocar la flauta dulce de forma sencilla y gradual,50,5,0,23,3
1129652,【すぐに覚える！】ASALATO-アサラト(打楽器)初心者向け入門講座,20,5,1,7,0.583333333
765056,Guitar Fundamentals for Beginners,25,5,1,11,2
1144780,Curso de batería online de Patricio Iglesias (Santa Sabina),35,5,1,17,4
214218,"Aprende a tocar jazz, salsa y blues en el piano",20,5,0,23,3
204014,Aprende a tocar el piano desde cero,50,4,0,16,4
917176,Violin for Beginners,50,4,0,18,0.733333333
1236576,Learn to play and improve 12 bar blues harmonica solos,40,4,1,27,1
806642,Blues Master - Professional Techniques Piano Course,75,4,0,16,1
809492,Drumming 101: The Essential Elements,50,4,0,17,1.5
212506,Ahora aprende a tocar jazz en el piano,30,4,0,9,1.5
513528,Curso de guitarra para principiantes.,20,4,0,7,1
219844,Aprende a tocar el clarinete.,50,4,0,26,3
207304,Aprende a tocar la guitarra eléctrica,50,3,0,39,5.5
219878,Aprende a tocar el contrabajo sin complicaciones,50,3,1,20,3
545036,Saxophone Essentials: Beginners Course,40,3,0,16,1.5
383852,88 Logic - The Essential Guide To Learning Piano,25,3,0,5,0.533333333
388712,Learn To Play The Guitar In A Day,20,3,1,14,1
632234,Guitar Chords and Basic Strumming,20,3,0,35,2.5
847808,こどもギターレッスン　リトルギタリストⅢ（完結編）,20,3,0,36,1
785210,Flute Lessons For Beginners,95,3,0,41,2.5
195196,Aprende a improvisar en la guitarra eléctrica,50,3,0,19,3
594854,Getting Started on the Acoustic Guitar,20,3,0,28,1
963664,Learn Piano Online-Nocturnal Piano Solo,60,2,0,11,1.5
1124590,Learn How To Play The Trumpet,75,2,0,24,1.5
687742,こどもギターレッスン　リトルギタリストⅡ,20,2,0,47,3.5
1243162,Aprende a tocar las escalas en el acordeón de botones.,20,2,0,21,1
1195742,The Music Coach Online Spirit Drum Course,95,2,0,86,5.5
834422,Curso de Teclado,40,1,0,26,1.5
448250,improvisación de Guitarra,20,1,0,10,1
